iter	Passed	Remaining
865	1548	239
866	1550	237
867	1552	236
868	1554	234
869	1556	232
870	1557	230
871	1559	228
872	1561	227
873	1563	225
874	1565	223
875	1567	221
876	1568	220
877	1570	218
878	1572	216
879	1574	214
880	1576	212
881	1577	211
882	1579	209
883	1581	207
884	1583	205
885	1585	203
886	1587	202
887	1588	200
888	1590	198
889	1592	196
890	1593	194
891	1595	193
892	1597	191
893	1598	189
894	1600	187
895	1602	186
896	1604	184
897	1606	182
898	1608	180
899	1609	178
900	1611	177
901	1613	175
902	1615	173
903	1617	171
904	1619	169
905	1620	168
906	1622	166
907	1624	164
908	1625	162
909	1627	160
910	1629	159
911	1631	157
912	1632	155
913	1634	153
914	1636	152
915	1637	150
916	1639	148
917	1641	146
918	1643	144
919	1644	143
920	1646	141
921	1648	139
922	1650	137
923	1651	135
924	1653	134
925	1655	132
926	1657	130
927	1658	128
928	1660	126
929	1662	125
930	1664	123
931	1665	121
932	1667	119
933	1669	117
934	1671	116
935	1672	114
936	1674	112
937	1676	110
938	1678	109
939	1680	107
940	1681	105
941	1683	103
942	1685	101
943	1687	100
944	1688	98
945	1690	96
946	1692	94
947	1694	92
948	1696	91
949	1697	89
950	1699	87
951	1701	85
952	1703	83
953	1705	82
954	1707	80
955	1708	78
956	1710	76
957	1712	75
958	1714	73
959	1716	71
960	1717	69
961	1719	67
962	1721	66
963	1723	64
964	1725	62
965	1727	60
966	1728	59
967	1730	57
968	1732	55
969	1734	53
970	1735	51
971	1737	50
972	1739	48
973	1740	46
974	1742	44
975	1744	42
976	1746	41
977	1747	39
978	1749	37
979	1751	35
980	1752	33
981	1754	32
982	1756	30
983	1758	28
984	1759	26
985	1761	25
986	1763	23
987	1765	21
988	1767	19
989	1769	17
990	1771	16
991	1773	14
992	1775	12
993	1777	10
994	1779	8
995	1780	7
996	1782	5
997	1784	3
998	1785	1
999	1787	0
