iter	Logloss
330	0.3582041142
331	0.3580931731
332	0.3578736181
333	0.3578083682
334	0.3575929343
335	0.3573980484
336	0.3572442805
337	0.3571167413
338	0.3569644267
339	0.356856954
340	0.356764292
341	0.3566340074
342	0.3565122455
343	0.3563671002
344	0.3562864677
345	0.3561791264
346	0.3560625936
347	0.3559952087
348	0.3558557376
349	0.3557408294
350	0.3555876398
351	0.3554484657
352	0.3552806496
353	0.3551226431
354	0.3550775699
355	0.3548325924
356	0.3546801248
357	0.3544618228
358	0.3543625323
359	0.3541454913
360	0.3539686882
361	0.3537801454
362	0.353715686
363	0.3536188422
364	0.3534611824
365	0.3532236724
366	0.35313169
367	0.3529540315
368	0.3527960631
369	0.3526207328
370	0.3524915068
371	0.3522855851
372	0.352135387
373	0.3520162752
374	0.351906948
375	0.3517121939
376	0.3516665691
377	0.351576774
378	0.3513711185
379	0.3512493831
380	0.3511210068
381	0.3509339507
382	0.3507494554
383	0.350694287
384	0.3505923249
385	0.3505146011
386	0.3504165777
387	0.3503135242
388	0.3501953322
389	0.3501735413
390	0.3500674365
391	0.3499968096
392	0.3499160962
393	0.3497989628
394	0.3496985235
395	0.3496084139
396	0.3493948564
397	0.349245502
398	0.3490671412
399	0.3489681309
400	0.3488544343
401	0.3487621813
402	0.3486433643
403	0.3485433368
404	0.3484236358
405	0.3483231345
406	0.3481531366
407	0.3480588202
408	0.3479350952
409	0.3477706665
410	0.3476285065
411	0.3474479666
412	0.3473009539
413	0.3471081905
414	0.3469166842
415	0.3467658695
416	0.3466896116
417	0.3464563913
418	0.3463463157
419	0.3462591692
420	0.3461628308
421	0.3459382811
422	0.3457467144
423	0.3455821622
424	0.3454340628
425	0.3453597074
426	0.3451348015
427	0.3449256887
428	0.344805421
429	0.3445821767
430	0.3444680181
431	0.3443779212
432	0.3441891827
433	0.3440835861
434	0.3439993478
435	0.3439177607
436	0.3437585696
437	0.343638786
438	0.3435010899
439	0.3433536263
440	0.3432207587
441	0.3431473139
442	0.3430217065
443	0.342885109
444	0.3427220302
445	0.3426260342
446	0.3424962592
447	0.3424171257
448	0.3423379887
449	0.3422231969
450	0.3420597239
451	0.3419617126
452	0.3418569238
453	0.3417290507
454	0.3415776638
455	0.341498433
456	0.3413494725
457	0.3411652706
458	0.3410896526
459	0.3409591088
460	0.3408245497
461	0.3407344855
462	0.3405760454
463	0.3404400711
464	0.3402801209
465	0.3401777745
466	0.3401158313
467	0.3400527932
468	0.3399726061
469	0.3398647766
470	0.3397618209
471	0.3396710499
472	0.3395675436
473	0.3393847149
474	0.3392590928
475	0.339143999
476	0.3390596748
477	0.3389803832
478	0.338893717
479	0.3388126428
480	0.3387037734
481	0.3386290436
482	0.3385283198
483	0.3383484883
484	0.3382047962
485	0.3381522801
486	0.3380316361
487	0.3379193517
488	0.3378524006
489	0.3377399862
490	0.3376683236
491	0.337590896
492	0.3374924541
493	0.3374291534
494	0.3373102135
495	0.3372110143
496	0.3371318234
497	0.337048758
498	0.336921817
499	0.3368457585
500	0.3366950955
501	0.3365873132
502	0.3364904361
503	0.3363796026
504	0.3363192616
505	0.336195534
506	0.3360631445
507	0.3359448955
508	0.3358377109
509	0.3356996696
510	0.3356383738
511	0.3354891474
512	0.3354254901
513	0.3353346011
514	0.3352543832
515	0.3351463148
516	0.335088206
517	0.3350178139
518	0.3349618469
519	0.3348045229
520	0.3346612776
521	0.3344984779
522	0.3344361972
523	0.3343336144
524	0.3342443777
525	0.3341600354
526	0.3340307752
527	0.333895387
528	0.3337944631
529	0.3337305159
530	0.3336378597
531	0.3335088841
532	0.3333697143
533	0.3332461027
534	0.3331643862
535	0.3330924346
536	0.3329126381
537	0.3328537241
538	0.3327410256
539	0.332661162
540	0.3325823828
541	0.3324803245
542	0.3324046724
543	0.3323358204
544	0.3322120085
545	0.332113894
546	0.3320005167
547	0.3318912022
548	0.3318215642
549	0.3317271629
550	0.3316537246
551	0.3315422268
552	0.3314499379
553	0.3313640329
554	0.3312734293
555	0.3311990832
556	0.3311130766
557	0.3309872133
558	0.3308642659
559	0.3307897145
560	0.3307186817
561	0.3306514494
562	0.3304860341
563	0.3303965418
564	0.3302538479
565	0.3301713387
566	0.3300856642
567	0.3300006754
568	0.3299235067
569	0.3298054925
570	0.3296370204
571	0.3295478676
572	0.3294471357
573	0.3293561378
574	0.3292412699
575	0.3291148514
576	0.3290034595
577	0.3288773481
578	0.3287585887
579	0.328647624
580	0.3285298564
581	0.328408865
582	0.328288296
583	0.3282329379
584	0.3281552567
585	0.3280626792
586	0.3279798053
587	0.3278144318
588	0.3277151438
589	0.32761757
590	0.3275474887
591	0.3274367924
592	0.3273726399
593	0.3272710771
594	0.3271948422
595	0.3270475914
596	0.3269530125
597	0.3268536482
598	0.3267235998
599	0.3266570489
600	0.3265412767
601	0.326435671
602	0.3263351589
603	0.3262021445
604	0.3261330957
605	0.3260247356
606	0.3259284913
607	0.3258464594
608	0.3257334623
609	0.3256140675
610	0.3255086584
611	0.3253901215
612	0.3252823102
613	0.325188392
614	0.3251126393
615	0.3249856244
616	0.3248304596
617	0.3247387008
618	0.3245929297
619	0.3244594637
620	0.3243689146
621	0.3242702684
622	0.3241569873
623	0.3240924797
624	0.323992676
625	0.3238988218
626	0.3238356719
627	0.3236853034
628	0.3235992021
629	0.3235216954
630	0.3234481272
631	0.3233248493
632	0.3232312344
633	0.3231263947
634	0.3230288501
635	0.3229156717
636	0.3228499208
637	0.3227904442
638	0.3226848905
639	0.322620202
640	0.3225599543
641	0.3224874877
642	0.322397212
643	0.3223346889
644	0.3222724694
645	0.3221719815
646	0.3220739901
647	0.3219619016
648	0.3218619768
649	0.3218007361
650	0.3217100205
651	0.321647685
652	0.3215351541
653	0.3213651161
654	0.3212859142
655	0.3212227335
656	0.321131521
657	0.3210311679
658	0.3209723634
659	0.3209172074
660	0.3208270321
661	0.3207755169
662	0.3206791414
663	0.3206044418
664	0.3205364895
665	0.3204298762
666	0.3203465856
667	0.3202380002
668	0.3201082042
669	0.3200008121
670	0.3199323747
671	0.3198659244
672	0.3198033442
673	0.3197009339
674	0.3196144239
675	0.319541383
676	0.3194009343
677	0.3192835978
678	0.319190966
679	0.3191052163
680	0.318953585
681	0.3188871279
682	0.3187672538
683	0.3186496026
684	0.3185109575
685	0.3184188409
686	0.3183084969
687	0.3182025518
688	0.3180870638
689	0.3180288008
690	0.3179054916
691	0.3178501566
692	0.3177889337
693	0.3177414203
694	0.3176541311
695	0.3175225786
696	0.3174586296
697	0.3174088628
698	0.3172523149
699	0.3171494345
700	0.3170877253
701	0.316927457
702	0.3167948257
703	0.3166666596
704	0.3166087599
705	0.3165510704
706	0.3164653594
707	0.3163820323
708	0.3162256009
709	0.3161730756
710	0.3161258319
711	0.3160726516
712	0.3159239067
713	0.3158587907
714	0.3158051075
715	0.3157877687
716	0.3157249273
717	0.3156200412
718	0.3155041832
719	0.3154023431
720	0.3153278224
721	0.3152089867
722	0.3151928185
723	0.3150568415
724	0.3149784008
725	0.3149103627
726	0.314818153
727	0.3147169807
728	0.3146763351
729	0.3146206184
730	0.3145343
731	0.3144086417
732	0.3143464044
733	0.3142474568
734	0.3141123904
735	0.3139725715
736	0.3139037588
737	0.3138217493
738	0.3137446765
739	0.313686294
740	0.3136213132
741	0.3135305993
742	0.3134817804
743	0.3133969944
744	0.313292611
745	0.3131908751
746	0.3130592373
747	0.3130147421
748	0.3129938393
749	0.3129376459
750	0.3128500949
751	0.3127761938
752	0.3126770898
753	0.3126087485
754	0.3125173761
755	0.3124674466
756	0.312303545
757	0.312209794
758	0.3121573588
759	0.3120475373
760	0.311990308
761	0.3118747184
762	0.3117420265
763	0.3116897106
764	0.3116071547
765	0.311525211
766	0.3114045988
767	0.3113243639
768	0.3112047635
769	0.3111318383
770	0.3110618392
771	0.3109232069
772	0.310814736
773	0.310759155
774	0.3106884659
775	0.310614485
776	0.3105578451
777	0.310410989
778	0.3103528421
779	0.3102935734
780	0.3101533908
781	0.3100767998
782	0.3100104496
783	0.3099230371
784	0.3098736651
785	0.3097981579
786	0.3097079636
787	0.3096558663
788	0.3095725257
789	0.3094828087
790	0.3093731576
791	0.3092895991
792	0.3092215956
793	0.3091229669
794	0.3090161391
795	0.3089225779
796	0.3088645808
797	0.3088169246
798	0.3087623742
799	0.3086615596
800	0.3086158039
801	0.3085700803
802	0.3085060637
803	0.308454561
804	0.3083157808
805	0.3082390189
806	0.3081610006
807	0.3080826431
808	0.3079739306
809	0.3078897232
810	0.3077955824
811	0.3076960212
812	0.3076362107
813	0.3075497202
814	0.3074532887
815	0.3073234385
816	0.3072834887
817	0.3072090182
818	0.3070720134
819	0.3070267416
820	0.3069417991
821	0.306868157
822	0.3068011704
823	0.3067153977
824	0.3066283178
825	0.3065593438
826	0.306475597
827	0.306360713
828	0.3062701009
829	0.3061886888
830	0.3060703285
831	0.3059934211
832	0.3059040028
833	0.3058041994
834	0.3056524729
835	0.3055830511
836	0.3055288348
837	0.3054432932
838	0.3053543368
839	0.3053116647
840	0.3052419818
841	0.3051230018
842	0.3050696872
843	0.3049910574
844	0.3049122385
845	0.3048299622
846	0.3047643973
847	0.3046902059
848	0.3046091465
849	0.304560802
850	0.3044923189
851	0.3043981972
852	0.3043015183
853	0.3042122791
854	0.3041333349
855	0.3040811871
856	0.304029894
857	0.303966426
858	0.3038812391
859	0.303850823
860	0.3037489297
861	0.3036916477
862	0.3036054848
863	0.3035378681
864	0.3034732524
865	0.3033404791
866	0.3032429874
867	0.3031766624
868	0.3031103156
869	0.3030596036
870	0.3030052848
871	0.3029285769
872	0.3028007355
873	0.30275868
874	0.3026970318
875	0.3026022419
876	0.302495153
877	0.3023866365
878	0.3023383484
879	0.3022887075
880	0.302267347
881	0.3022383669
882	0.3021549896
883	0.302073352
884	0.3019770385
885	0.3018779879
886	0.3018209621
887	0.3017116408
888	0.3016190274
889	0.301528435
890	0.3014177178
891	0.301365031
892	0.3012944062
893	0.3012741515
894	0.3011837166
895	0.3010763406
896	0.3009938361
897	0.3008645925
898	0.3008005575
899	0.3006973954
900	0.3006165376
901	0.3005642429
902	0.3004777881
903	0.3004351086
904	0.3003417509
905	0.3002374605
906	0.3000913051
907	0.3000050539
908	0.299860624
909	0.2997917858
910	0.2997371748
911	0.299678462
912	0.2995570841
913	0.2994674224
914	0.299403597
915	0.2993031966
916	0.2992888927
917	0.2991762649
918	0.2991301881
919	0.2990512853
920	0.2989639985
921	0.2988475784
922	0.2988241137
923	0.2987021462
924	0.2986398495
925	0.2985776294
926	0.2984943773
927	0.2984402221
928	0.298361082
929	0.2982944918
930	0.2982165536
931	0.2981716
932	0.2980568604
933	0.29796896
934	0.2978982588
935	0.2977804685
936	0.2976945886
937	0.2976353241
938	0.2975976923
939	0.2974762121
940	0.2974051015
941	0.2973846697
942	0.2973387756
943	0.2972608578
944	0.2971903664
945	0.2970720621
946	0.2969633501
947	0.2969076481
948	0.2968548906
949	0.296782684
950	0.2966868363
951	0.2965903842
952	0.2965324445
953	0.2964819817
954	0.2964236317
955	0.2963605716
956	0.2962480456
957	0.2961730463
958	0.2961294767
959	0.2960628404
960	0.2959533642
961	0.2959091766
962	0.2958269333
963	0.295748115
964	0.2956849865
965	0.2955938528
966	0.2955395086
967	0.2954534416
968	0.2953728286
969	0.2953226035
970	0.2952605909
971	0.2951581196
972	0.2950660728
973	0.2949286129
974	0.2948781346
975	0.2948381142
976	0.2947514453
977	0.2947152156
978	0.2946037574
979	0.2945433492
980	0.2944939557
981	0.2944249904
982	0.294303666
983	0.2942174715
984	0.294110303
985	0.2940585035
986	0.2939867148
987	0.2939230893
988	0.2938248764
989	0.2937561498
990	0.2936546602
991	0.2936094452
992	0.2935572501
993	0.2934746501
994	0.2934616684
995	0.293449318
996	0.2933537281
997	0.2932928105
998	0.2931684427
999	0.2931029548
